Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-07-10,2018,7,10,Tuesday,27,2018-27,278.41,279.01,278.08,278.9,51966800,255.41,0.0035986037513375813,250.34785714285712,248.96739999999997
2018-07-11,2018,7,11,Wednesday,27,2018-27,277.15,278.04,276.52,276.86,77054700,253.54,-0.007314481981318677,250.40571428571428,249.2152
2018-07-12,2018,7,12,Thursday,27,2018-27,278.28,279.43,277.6,279.37,60124700,255.84,0.009065689568468871,250.74142857142857,249.5004
2018-07-13,2018,7,13,Friday,27,2018-27,279.17,279.93,278.66,279.59,48216000,256.04,0.0007878611412928116,251.05857142857144,249.822
2018-07-16,2018,7,16,Monday,28,2018-28,279.64,279.8,278.84,279.34,48201000,255.82,-0.0008945106722691998,251.6042857142857,250.1498
2018-07-17,2018,7,17,Tuesday,28,2018-28,278.47,280.91,278.41,280.47,52315500,256.85,0.004045782211800075,252.18428571428572,250.43619999999999
2018-07-18,2018,7,18,Wednesday,28,2018-28,280.56,281.18,280.06,281.06,44593500,257.39,0.0021032568163070753,252.95000000000002,250.717
2018-07-19,2018,7,19,Thursday,28,2018-28,280.31,280.74,279.46,280.0,61412100,256.42,-0.0037715612425782696,253.54571428571427,250.97839999999997
2018-07-20,2018,7,20,Friday,28,2018-28,279.77,280.48,279.5,279.68,82337700,256.13,-0.001142654750812322,254.0957142857143,251.187
2018-07-23,2018,7,23,Monday,29,2018-29,279.45,280.43,279.06,280.2,47047600,256.6,0.0018591019261597896,254.6407142857143,251.359
2018-07-24,2018,7,24,Tuesday,29,2018-29,281.79,282.56,280.63,281.61,68026900,257.89,0.005032131692665587,255.34071428571428,251.5418
2018-07-25,2018,7,25,Wednesday,29,2018-29,281.33,284.37,281.28,284.01,78882900,260.09,0.008522749124123319,256.05357142857144,251.7662
2018-07-26,2018,7,26,Thursday,29,2018-29,283.2,284.11,283.09,283.34,57919500,259.48,-0.0023593462165745205,256.57142857142856,252.0126
2018-07-27,2018,7,27,Friday,29,2018-29,283.71,283.82,280.38,281.42,76768700,257.72,-0.006775933738794038,256.8014285714286,252.20300000000003
2018-07-30,2018,7,30,Monday,30,2018-30,281.51,281.69,279.36,279.95,63742500,256.37,-0.005223932469222259,256.87,252.37060000000002
2018-07-31,2018,7,31,Tuesday,30,2018-30,280.81,282.02,280.38,281.33,68570500,257.64,0.004929612588611354,257.16285714285715,252.576
2018-08-01,2018,8,1,Wednesday,30,2018-30,281.56,282.13,280.13,280.86,53853300,257.21,-0.0016709948833703026,257.2607142857143,252.7356
2018-08-02,2018,8,2,Thursday,30,2018-30,279.39,282.58,279.16,282.39,63426400,258.61,0.005447683832633166,257.44428571428574,252.937
2018-08-03,2018,8,3,Friday,30,2018-30,282.53,283.66,282.33,283.6,53935400,259.72,0.004285301430255073,257.72285714285715,253.14700000000002
2018-08-06,2018,8,6,Monday,31,2018-31,283.64,284.99,283.2,284.64,39400900,260.67,0.0036672789765270775,257.9957142857143,253.3862
2018-08-07,2018,8,7,Tuesday,31,2018-31,285.39,286.01,285.24,285.58,43196600,261.53,0.0033020718466676424,258.2914285714286,253.6544
2018-08-08,2018,8,8,Wednesday,31,2018-31,285.39,285.91,284.94,285.46,42114600,261.42,-0.0004203126042905403,258.6485714285714,253.97760000000002
2018-08-09,2018,8,9,Thursday,31,2018-31,285.53,285.97,284.92,285.07,35717000,261.06,-0.0013659483015242557,259.00071428571425,254.22799999999998
2018-08-10,2018,8,10,Friday,31,2018-31,283.45,284.06,282.36,283.16,77076000,259.31,-0.006700092313889683,259.19428571428574,254.47400000000002
2018-08-13,2018,8,13,Monday,32,2018-32,283.47,284.16,281.77,282.1,65732900,258.34,-0.0037434715205362235,259.2264285714286,254.65200000000002
2018-08-14,2018,8,14,Tuesday,32,2018-32,282.92,284.17,282.48,283.9,43842000,259.99,0.006380691059023391,259.2192857142857,254.83939999999998
2018-08-15,2018,8,15,Wednesday,32,2018-32,282.38,282.54,280.16,281.78,102925400,258.05,-0.007467545539303844,259.1171428571428,254.98420000000002
2018-08-16,2018,8,16,Thursday,32,2018-32,283.4,285.04,283.36,284.06,69967900,260.14,0.008091151851159717,259.29,255.12900000000002
2018-08-17,2018,8,17,Friday,32,2018-32,283.83,285.56,283.37,285.06,65618500,261.05,0.00352068353183288,259.6242857142857,255.2924
2018-08-20,2018,8,20,Monday,33,2018-33,285.57,285.97,285.06,285.67,39807500,261.61,0.0021399994014641432,259.90785714285715,255.4522
2018-08-21,2018,8,21,Tuesday,33,2018-33,286.25,287.31,285.71,286.34,67272000,262.23,0.0023451696900116392,260.26642857142855,255.61759999999998
2018-08-22,2018,8,22,Wednesday,33,2018-33,285.88,286.76,285.58,286.17,44993300,262.07,-0.0005937654856762453,260.5135714285714,255.7732
2018-08-23,2018,8,23,Thursday,33,2018-33,285.97,286.94,285.43,285.79,49204900,261.72,-0.0013277413398705695,260.6564285714286,255.93800000000002
2018-08-24,2018,8,24,Friday,33,2018-33,286.44,287.67,286.38,287.51,57487400,263.3,0.0060185767120166656,260.8442857142857,256.1216
2018-08-27,2018,8,27,Monday,34,2018-34,288.86,289.9,288.68,289.78,57072400,265.38,0.007895240115302737,261.1192857142857,256.3534
2018-08-28,2018,8,28,Tuesday,34,2018-34,290.3,290.42,289.4,289.92,46943500,265.5,0.00048321911790538685,261.4107142857143,256.598
2018-08-29,2018,8,29,Wednesday,34,2018-34,290.16,291.74,289.89,291.48,61485500,266.93,0.005380658731846344,261.83000000000004,256.89059999999995
2018-08-30,2018,8,30,Thursday,34,2018-34,290.94,291.36,289.63,290.3,61229500,265.85,-0.004048423308839255,262.2971428571429,257.153
